Timestamp,Text,Label,Confidence
2025-10-23T10:27:23.029226,Yes it is. Bori practitioners have survived by not attempting to abandon Islam. So they blend in easily.,negative,0.9997214674949646
2025-10-23T10:27:23.081946,AirAsia aborts deal to buy Indonesia's Batavia Air - Southeast Asia's top budget carrier AirAsia said Monday it has ...,negative,0.9998044371604919
2025-10-23T10:27:23.149721,Something may be slightly amiss in the NFL when Tim Tebow &amp; Devon Still are cut &amp; Tom Brady is allowed to play.,negative,0.9998086094856262
2025-10-23T10:27:23.194736,Muslims will assist Muslims into high positions in the UK.....I think we may be fucked guys.....,negative,0.9997363686561584
2025-10-23T10:27:23.252524,"My little brother comes home with nike elite socks and jordans, when i was in 6th grade i got wilson socks and clearance shoes from Olympia",negative,0.9922962784767151
2025-10-23T10:27:23.300246,""" religious liberty"" is defined as religion that Bobby Jindal &amp; Huckabee approve of. Read the constitution!",negative,0.9997914433479309
2025-10-23T10:27:23.353056,"Amazon Prime day is like going on the 3rd date with a gal, and when you finally get her panties off she got a dick!",negative,0.9997847676277161
2025-10-23T10:27:23.404010,@user May you please show How To Rock from episode 1 and so on.....i cant blieve theres no more how to rock,negative,0.9997871518135071
2025-10-23T10:27:23.449533,Now I kinda regret not going to Bolder on Friday.  #fuckme,negative,0.9997844099998474
2025-10-23T10:27:23.502258,@user 25 March 1972: An IRA volunteer was killed when two IRA units engaged each other in error on the Springfield Road in Belfast.??,negative,0.9998118281364441
2025-10-23T10:27:23.554689,@user most if not all of the sept 11th terrorists were from saudi arabia. they are part of the problem.,negative,0.9997780919075012
2025-10-23T10:27:23.597774,Jets over spent on Decker and sat back like he was Aaron Rodgers,negative,0.9997922778129578
2025-10-23T10:27:23.651211,"@user the Charlie Hebdo killers were French, so there's a high possibility these are French too. May as well just shoot everyone...""",negative,0.9997770190238953
2025-10-23T10:27:23.701094,"@user he promised to take me to Milan on Saturday but he didn't step up, hence why he's a fuckboy""",negative,0.9997733235359192
2025-10-23T10:27:23.749766,Planned Parenthood admits it manipulates rules on fetal organ sales to maximize profit - Washington Times,negative,0.9997839331626892
2025-10-23T10:27:23.803607,@user may I have an industrial revolution code for my pre-order of Bioshock Infinite? I got one from the store but cant redeem.,negative,0.9997958540916443
2025-10-23T10:27:23.847432,Cowboys game this sunday and I dont even like the cowboys lol,negative,0.9997767806053162
2025-10-23T10:27:23.901472,Hillary whacker @user rehashes the same article he wrote 6 weeks ago. NOT ONE new fact in Sept 7 piece.,negative,0.9997313618659973
2025-10-23T10:27:23.952246,@user Bummed We don't get to see Arrow until Saturday because of the Chicago Bulls game.,negative,0.9997872710227966
2025-10-23T10:27:24.002948,why is Chris Bosh so fuckin\u2019 ugly -__- the world may never know.,negative,0.9997583031654358
2025-10-23T10:27:24.065537,"""RT @user Sanchez didn't know Plax would sneak in for a play yesterday. \""""""""I wish I would have hit him,\"""""""" he said. Got pressured by D #nyj""",negative,0.9997709393501282
2025-10-23T10:27:24.126776,"""Live:Supreme Court approved the death warrant,Yakub will be hanged tomorrow at 7 am in Nagpur Jail@PranabMukherjee@PMNarendraModi""",negative,0.9996510744094849
2025-10-23T10:27:24.178485,explosive resistant passports!!! Charlie Hebdo shootings left ID card in the car. 9/11 plane hijacker's passports found. Paris c'mon.,negative,0.9997779726982117
2025-10-23T10:27:24.233860,If you think Nicki's ass is more than 1/8th real you are fuuucked,negative,0.9997634291648865
2025-10-23T10:27:24.285554,"Rick Perry a certified moron  - he's the real ""cancer"" to use his words - not Trump  via @user",negative,0.9997527003288269
2025-10-23T10:27:24.341555,"@user obama's goal is to lead us into 3rd world status, so you're absolutely right, \""""obama doesn't care\""""""",negative,0.9997629523277283
2025-10-23T10:27:24.387351,Yeah well done dickhead so the IRA and KKK are Muslim #narrowmindedprick,negative,0.9996721744537354
2025-10-23T10:27:24.437889,"""Dear Naked Cyclists, I will not support your campaign if you are putting your sweaty bits on Boris Bikes!",negative,0.9997727274894714
2025-10-23T10:27:24.499048,Who\u2019s on First? 1st down & goal or Ready\u002c Set\u002c Debate? Who is big ratings winner tonight?  - sadly The Bachelor would probably beat all,negative,0.9998056292533875
2025-10-23T10:27:24.544487,always pull the gay card cause some exgirlfriends are fucking nuts 4th one in a week,negative,0.9997796416282654
2025-10-23T10:27:24.593540,Hillary gets emotional over talking about her mother -  tomorrow #MorningJoe will call her a fake. @user,negative,0.9997959733009338
2025-10-23T10:27:24.644373,"""MYSA has closed the Laurel Point fields, due to the weather conditions. All sessions there on Monday are canceled. :(""",negative,0.9998053908348083
2025-10-23T10:27:24.683713,This is only the 4th time wearing my Concords,negative,0.9997817873954773
2025-10-23T10:27:24.726038,Fuck it\u002c  might go see Reggie tomorrow ...,negative,0.9997463822364807
2025-10-23T10:27:24.778520,Harry's touched both lima and niall's dicks(in public) i think he keeps forgetting about the 4th member,negative,0.9998002648353577
2025-10-23T10:27:24.834482,ESPN's Chris Mortensen reported that the #Browns fear SLB Scott Fujita's career may be over due to a neck injury. @user,negative,0.9997199177742004
2025-10-23T10:27:24.885535,"@user Yes, and Cruz is scheming to shut down the gov't in Nov. over Planned Parenthood funding.",negative,0.9997873902320862
2025-10-23T10:27:24.930052,"@user they haven't do that right after the February attacks, against Charlie Hebdo do you remember ?""",negative,0.9998082518577576
2025-10-23T10:27:24.993521,Just been told by west-point cop that dixie wont be open till friday\u002c Morning or night he wasn\u2019t sure yet.,negative,0.9998183846473694
2025-10-23T10:27:25.039196,Regardless of whether they are Muslims. I don't understand the French mayor who says he'll only accept Christians:(,negative,0.9998006224632263
2025-10-23T10:27:25.085884,Need someone to get the April/May Kris Bryant back to Chicago because his at bats are getting worse,negative,0.9998109936714172
2025-10-23T10:27:25.141406,"@user Erdogan is a pure nutcase, we all should've seen this a coming, Kick Turkey out of Nato. May God Bless the people of Kurdistan",negative,0.9997677206993103
2025-10-23T10:27:25.183307,Villagers reported 15 persons killed on Tuesday night as Boko Haram fighters returns to the village,negative,0.9997743964195251
2025-10-23T10:27:25.249507,O. Johnson commits his 3rd foul! He\u2019s cold off the bench with 3 fouls and a turnover in Q4. #Pacers losing 98-87\u002c 4:52 left.,negative,0.9998225569725037
2025-10-23T10:27:25.301860,"""Justin Bieber u may have cool music now but I swear to God if you offer me one more piece of unsolicited """"sage"""" advice""",negative,0.9997743964195251
2025-10-23T10:27:25.346911,@user @user The CEO of IBM may think someone is an idiot but he can't say it.,negative,0.9997407793998718
2025-10-23T10:27:25.396358,To whom this may concern:  Please get your shit together before you talk about somebody else   Love\u002c Paris,negative,0.9997819066047668
2025-10-23T10:27:25.452848,@user Yo dicko!! It was pure sectarian bigotry from the IRA councillor which started this in the 1st place !!,negative,0.9997426867485046
2025-10-23T10:27:25.493552,The worst: the girl stabbed in the Pride parade has died,negative,0.99977046251297
2025-10-23T10:27:25.547790,Seems fraud Baghdadi's desperate with cheap shot against Israel because he can't get Muslim support for his 'state',negative,0.999803364276886
2025-10-23T10:27:25.609921,@user I was supposed to go to the 30 Rock on Monday so I could buy some NBC stuff\u002c but my brothers were tired and we had to go home :(,negative,0.9998049139976501
2025-10-23T10:27:25.671601,I was going to move to Siberia last Wednesday.Now I don\u2019t have to.Siberia has moved here.It\u2019s bloody freezing. #heatingtime.,negative,0.9998036026954651
2025-10-23T10:27:25.726955,"""How long should I still wait 2 see the 3rd episode of TVD??I AM DYING!!You people who deal with loading the episodes, could u pls hurry up??""",negative,0.9997889399528503
2025-10-23T10:27:25.768192,"""Still yet unanswered, are the SATs still on for Saturday?""",negative,0.9997811913490295
2025-10-23T10:27:25.814580,@user even I didn't know it's 18th sept at KL Live to be exact :p,negative,0.9997890591621399
2025-10-23T10:27:25.878542,#Vbnss Daily Digit: Exchanges lost $1 mln a day - Oct 31 - NYSE\u002c Nasdaq\u002c and the CBOE each lost about $1 million in ...,negative,0.9998113512992859
2025-10-23T10:27:25.936187,Guess Dani will play with u guys tomorrow..somebody tell @user that there is NO WAY IN HELL..Louisville is going to the ORANGE BOWL tho,negative,0.9998065829277039
2025-10-23T10:27:25.992793,"@user Well it rained all day on Eid, then second day was hot but then 3rd day and even aj bi its raining so""",negative,0.9997878670692444
2025-10-23T10:27:26.045300,"""Watching Les Mis 25th Anniversary concert. How long before the boy Jonas gives me rage, knowing Michael Ball was backstage?""",negative,0.9997778534889221
2025-10-23T10:27:26.099880,C'mon 5 o'clock. I don't know if my PS4 is even downloading it or if it messed up. Gah. The suspense.,negative,0.9997721314430237
2025-10-23T10:27:26.148631,getting a call from saudi arabia on a tuesday morning is a slightly alarming way to start the morning,negative,0.999785840511322
2025-10-23T10:27:26.198677,Moving video illustrates Europe's refugee problem: Angela Merkel tells sobbing asylum seeker why she can't stay,negative,0.9997923970222473
2025-10-23T10:27:26.248759,@user Is it normal that it takes hours to check the email name for creating an microsoft account? 2nd try!,negative,0.9998056292533875
2025-10-23T10:27:26.302404,It may be over for Big Brother... I'm just ready for survivor where getting blood on your hands is the name of the game!! CBS needs a revamp,negative,0.9998052716255188
2025-10-23T10:27:26.350002,@user we are 3rd same as Bayern after RM and Barca. why the fuck are you taking the name of that snake.,negative,0.999790608882904
2025-10-23T10:27:26.399830,"Added psychotic to my library when year 12 starts tomorrow #smartmove #gonnafail""",neutral,0.9925812482833862
2025-10-23T10:27:26.449262,BNP opposes Companies Act change: The BNP on Tuesday asked the government to drop the move to change Companies A...,negative,0.9998124241828918
2025-10-23T10:27:26.506913,the glass may be rising\u002c but it\u2019s not getting any warmer here\u002c Lago del Desierto\u002c Argentina,negative,0.9998043179512024
2025-10-23T10:27:26.554786,"""Frank Ocean can go to hell now, IDGAF about him no more when baby dropping her album",negative,0.9997847676277161
2025-10-23T10:27:26.617499,@user big ben gets forgotten because his SB wins weren't memorible. 1st was the bus show. 2nd feel on deaf ears cause it was vs cards#,negative,0.9997963309288025
2025-10-23T10:27:26.689675,@user I really don\u2019t know why you can\u2019t wait for me to get to LAX tomorrow\u002c Chrissy. Us being the best of friends and all..rude.,negative,0.9997960925102234
2025-10-23T10:27:26.742553,@user unfortunately not but I did get to tune in to Saturday Kitchen in the hotel.,negative,0.9997418522834778
2025-10-23T10:27:26.792061,Oddly the Apple event will stream to a Edge browser but not to Chrome,negative,0.9997939467430115
2025-10-23T10:27:26.888889,"""#Maltese dognapping; assault at Dunkin' GoNuts; man leaves key in car, it gets stolen (seriously): #police #crime""",negative,0.9997934699058533
2025-10-23T10:27:26.992883,Hannibal's 3rd season feels like it became more and more a parody of itself.,negative,0.9997658133506775
2025-10-23T10:27:27.154874,LPG price hike put on hold: Facing stiff opposition\u002c the Centre on Thursday night put on hold the Rs. 26.50 incr...,negative,0.9998109936714172
2025-10-23T10:27:27.287107,- Rick Perry May Be the First Establishment Casualty of the GOP's Ridiculous 2016 Primary,negative,0.9997912049293518
2025-10-23T10:27:27.430522,"""Not the best start to the 2nd set from Murray, but our print editor is more focused on the fact that apparently both players """"look scruffy""""""",negative,0.9998001456260681
2025-10-23T10:27:27.564256,@user idk I just wanted to make convo since my phone is kinda ruined because pool and I'm using like a 3rd generation iPod lol so,negative,0.9998038411140442
2025-10-23T10:27:27.701297,A Gay marriage license will never legitimize sin You may get the marriage penalty &amp; pay higher taxes but B4 God you R still  living in sin,negative,0.9998039603233337
2025-10-23T10:27:27.803122,@user it\u2019s time to call in the CBB...Monday is going down!,negative,0.9997652173042297
2025-10-23T10:27:27.939386,"""it's august 8th and still no Frank Ocean album, when will this terror end""",negative,0.9997974038124084
2025-10-23T10:27:28.037629,"""Managed to loose my keys on 6th, puke my guts up all the next day and sober up in time for the sam smith concert... Then""",negative,0.9997851252555847
2025-10-23T10:27:28.096384,Something is wrong with those people born at the end of march including myself and Lady Gaga,negative,0.99977046251297
2025-10-23T10:27:28.159019,That awk moment Baylor offers a ridiculous amount of money that could be a full ride at Tech\u002c but doesn\u2019t even cover the 1st year. Eff ya.,negative,0.9998028874397278
2025-10-23T10:27:28.200470,Carly Fiorina is right and CNN and the RNC are wrong:,negative,0.9997996687889099
2025-10-23T10:27:28.255867,"""Carly Fiorina is telling people in NH they should be """"incenting"""" teachers. It may be a word, but she still sounds like an idiot""",negative,0.9997904896736145
2025-10-23T10:27:28.314706,@user if Kim Davis converts to Islam she's free by sundown &amp; @ work Tuesday.  Gay Mafia won't have guts to persecute her anymore,negative,0.9997953772544861
2025-10-23T10:27:28.377252,"Mariah Carey: ""I really haven't paid attention to Madonna since about like 7th or 8th grade, when she used to be popular."" MELHOR SHADE",negative,0.9998142123222351
2025-10-23T10:27:28.435370,Watched The Wiggles for the 1st time.  Was embarrassed for those men & then I remembered that they are probably FILTHY RICH. #parenting,negative,0.9997978806495667
2025-10-23T10:27:28.501205,"""Tonight's YouGov: Lab 35, Con 30, UKIP 15, LibDem 9, Green 5. &gt;not one for the Sun's front page or a Nick Robinson analysis I think""",negative,0.999804675579071
2025-10-23T10:27:28.555001,"@user @user That's right, ladies. I'm blaming everything on Kerry. Cleo this show may well eclipse the numbers of @user",negative,0.9997938275337219
2025-10-23T10:27:28.609177,@user @user and i didn't like the way the john cena and seth march ended too that pissed me off so bad,negative,0.9998003840446472
2025-10-23T10:27:28.685609,"""you may call me a bad fan but I sobbed so hard tonight because Zayn wasn't there. Everytime they sang his part, my heart broke""",negative,0.9997484087944031
2025-10-23T10:27:28.782869,"""Angie- """"let's do something on Thursday"""" It's like this bitch forgot that that's Star Wars day.....""",negative,0.9997397065162659
2025-10-23T10:27:28.835429,You may spend more time in the washroom than a Rousey fight after eating this,negative,0.9997784495353699
2025-10-23T10:27:28.892869,Labor day had me thinking it was Monday all today smh....,negative,0.9997863173484802
2025-10-23T10:27:28.949345,@user @user Bloody Sunday was terrible. And yes the IRA killed 11 innocent musicians. I forgive. But I want justice.,negative,0.999790608882904
2025-10-23T10:27:29.030104,"""It's simple, we want to be like Israel, a white Israel.  If that's a bad thing, so is current Israel.",negative,0.9998021721839905
2025-10-23T10:27:29.086157,Michael Clarke and James Pattinson ruled out of tomorrow's third final. Big blow for the hosts. #CBSeries,negative,0.9997896552085876
2025-10-23T10:27:29.136081,Haven't been to my Friday class yet but I seen that shit and pretty girls are in it so it's Gucci,negative,0.999789297580719
2025-10-23T10:27:29.177621,This is the 2nd worst thing Hulk Hogan has ever done,negative,0.9997586607933044
2025-10-23T10:27:29.224082,Tony Romo better be on point tonight! don't have time to deal with his foolishness!,negative,0.9996224641799927
2025-10-23T10:27:29.267660,Just found a piece of candy that may have been injected with something. #Why,negative,0.9997928738594055
2025-10-23T10:27:29.338830,How\u2019s Channel 4 celebrating its 30th anniversary? Is it pretending the first 20 years when it was any fucking good never happened?,negative,0.9997908473014832
2025-10-23T10:27:29.456355,"""Martin Atkinson is referee tomorrow. If you don\u2019t remember\u002c he\u2019s the one who \""""""""missed\"""""""" Balotelli\u2019s shocking tackle on Song.""",negative,0.9998145699501038
2025-10-23T10:27:29.557754,"""Your claims are based on hawaa. No knowledge of Deen, no adab about how to talk with Muslims. May Allaah disgrace u.",negative,0.999792754650116
2025-10-23T10:27:29.625678,Friday's going to be my break-up letter to Kanye West. I have been writing it for several months.,negative,0.9997901320457458
2025-10-23T10:27:29.811893,spot price on 14KT gold is $49.08 dwt in Tampa Bay today - crazy that gold is over $1800/ounce - remember when the real price was $300.00..,negative,0.9996516704559326
2025-10-23T10:27:29.920294,The 1st Amendment is being ignored while the new federal right to marriage equality made up by SCOTUS (marriage...,negative,0.9997968077659607
2025-10-23T10:27:30.050437,"""Racists NeoNazis march the streets, Muslims protest 'behead those who insult Islam' but can't preach the gospel!?",negative,0.9998030066490173
2025-10-23T10:27:30.134966,"""Hulk Hogan may have made those racist comments, but when he was in wrestlemania, that was my shit!  WHAT YOU GONNA DO BROTHER!?!?""""""",negative,0.999799907207489
2025-10-23T10:27:30.202650,Zayn left the band on Wednesday The last Canadian show is on a wednesday My first day of school is wednesday   I OFFICIALLY HATE WEDNESDAYS,negative,0.9998144507408142
2025-10-23T10:27:30.268402,Special Notice for lefties who try to watch the best show on TV\u002c Justified.  (2nd try melts tv),negative,0.9997952580451965
2025-10-23T10:27:30.335081,it\u2019s a sunday\u002c i think in the spirit of douglas adams and feeling like shit i will have a second bath,negative,0.9997910857200623
2025-10-23T10:27:30.405596,"""Supreme Court. """"Gay Marriage."""" Kentucky Clerk Jailed.  The Rule of Lawlessness.  Today, a clerk in Kentucky. Tomorrow, the rest of us.""",negative,0.9998030066490173
2025-10-23T10:27:30.466009,Porto are the only team letting me down! C\u2019mon boys turn this around,negative,0.9997944235801697
2025-10-23T10:27:30.537098,"""As the world marks International Human Rights Day on Thursday, Iran is continuing its execution spree&amp;#160;with the announcement that a""",negative,0.9997801184654236
2025-10-23T10:27:30.632560,@user That\u2019s what I figured. We suspect you may be experiencing some issues related to the storm\u002c Maria. We\u2019re working on it! ^DGM,negative,0.9997947812080383
2025-10-23T10:27:30.679724,Project X on a monday night? Fuck it,negative,0.9997709393501282
2025-10-23T10:27:30.780870,"Amazon Prime is a lie. It said my stuff would be delivered by Monday. Its Wednesday, and still hasn't arrived. Tracking doesn't make sense.",negative,0.9997833371162415
2025-10-23T10:27:30.852425,"""Why are people still talking about Eid, that was so last Friday""",negative,0.9997914433479309
2025-10-23T10:27:30.967857,Anyone who Talks shit about the Lakers tomorrow at school and i will make sure i hit u as hard as i possibly can,negative,0.9997895359992981
2025-10-23T10:27:31.095841,"@user I think it may have been subbed by Bates. """"""""Conor Heffernan discusses the bizzare world of Leeds United owner Massimo Cellini""""""""""",negative,0.9998100399971008
2025-10-23T10:27:31.172543,Yakub should be hanged to death tomorrow the Mumbai's culprid else will oppose it by following a black day,negative,0.999723494052887
2025-10-23T10:27:31.242315,"""Not Black Enough: Miss Teen USA Talks Being Bullied: On Saturday, 18-year-old Logan West made history when she b...",negative,0.9998061060905457
2025-10-23T10:27:31.323877,"""Estimated 5% of Muslims in Britain r Islamists, Not many u may think,But there r about 6,000,000 Muslims in Britain.That's 300,000 Islamists""",negative,0.9997941851615906
2025-10-23T10:27:31.375244,Wade be playing like Tracy Mcgrady in the 1st half Lol just losing the ball an shit,negative,0.9998088479042053
2025-10-23T10:27:31.451426,"@user @user Tiger is in the terrorist haven under the protective arm of Pak! So u may tweet """"Hang him!""""!Is Yakub innocent?""",negative,0.9997674822807312
2025-10-23T10:27:31.517672,Steve Jobs and Dr. King on the same level?!?! Nah... C\u2019mon Kanye..,negative,0.9997648596763611
2025-10-23T10:27:31.568351,"""I think making Caitlyn Jenner into a Halloween costume may be the definition of """"too soon.""""",negative,0.9997941851615906
2025-10-23T10:27:31.645766,IEBC may hold the most modern & credible elections\u002c but that wont stop Kenya from Burning again IF the intolerance we r witnessing continues,negative,0.9998056292533875
2025-10-23T10:27:31.712799,"""Capcom said they may not make sequels to games that dont sell 2 mil. So that means they only making SF, Monster Hunter and Resident Evil lol""",negative,0.9997758269309998
2025-10-23T10:27:31.770504,"""Russian lawmakers slam Charlie Hebdo, call it """"accomplice of ISIL"""": On Thursday, the satirical magazine again ...",negative,0.999767005443573
2025-10-23T10:27:31.850333,@user No idea sorry! Just kno pundits say Trump will prob. lose popularity later as he has little policy. Poss Jeb Bush may get Rep Nom?,negative,0.9998070597648621
2025-10-23T10:27:31.897448,"""Just sat through twilight, what's going on with my life?""",negative,0.9997813105583191
2025-10-23T10:27:31.986613,"""My previous tweet just reminded me that my 5th grade choir class sang \""""""""All-Star\"""""""" by Smash Mouth. Can\u2019t decide if that was a win or a fail.""",negative,0.9998148083686829
2025-10-23T10:27:32.039256,@user dead ass this like the 3rd time I'm  still Gucci gang,negative,0.9997777342796326
2025-10-23T10:27:32.115060,"""Tony Blair to speak to Jerusalem FPA tomorrow (Friday). Now that he is no longer Quartet rep, will he speak his mind on the Conflict?""",negative,0.9996005892753601
2025-10-23T10:27:32.186845,@user You know Go Set a Watchman is not being released until tomorrow? Really did not appreciate the spoiler on your website.,negative,0.9997925162315369
2025-10-23T10:27:32.226156,Everything under the sun is a weapon against Muslims!,negative,0.9997348189353943
2025-10-23T10:27:32.313845,"""I think I saw my soul mate on the metro this morning. But I didn't get to talk to her and I have left Milan, this may be a tough one""",negative,0.9997351765632629
2025-10-23T10:27:32.380280,@user can you make happy wheels compatable with iPod 4th generation my game lags so much and you can see everything but the floor.,negative,0.9997982382774353
2025-10-23T10:27:32.437005,Chris brown is going to be in atx on Wednesday &amp; I'm so so sad I can't see my baby :/,negative,0.9997501969337463
2025-10-23T10:27:32.512902,Scarred Riverbeds and Dead Pistachio Trees in a Parched Iran : 7 year #drought may render 1/2 the nation inhabitable,negative,0.9997783303260803
2025-10-23T10:27:32.573170,Dr. going to see lot of people of stomach pain due to yakub's hanging tomorrow @user @user @user @user,negative,0.9997591376304626
2025-10-23T10:27:32.640260,@user @user That's Ashley in the 1st pic not Briana but the pregnancy is still fake af,negative,0.9997487664222717
2025-10-23T10:27:32.713136,@user LIES. Isn't there a curfew in place?A quick google search indicates that this image was from the Charlie Hebdo march.,negative,0.9997929930686951
2025-10-23T10:27:32.770402,@user it'll be a cold day in hell before you got me anywhere near that Sunday line up. I'd rather see the Foo Fighters.,negative,0.9997995495796204
2025-10-23T10:27:32.841886,Real Madrid could've paid the fee on the 1st day of transfer window if they really wanted De Gea. They're to blame for the entire fiasco.,negative,0.9998019337654114
2025-10-23T10:27:32.891440,Lady Gaga you turn me on in such weird ways. I'll bite your ass 1st home girl,negative,0.999774158000946
2025-10-23T10:27:32.974187,@user apple is about to lose my business. I recently bought this iPad may 31st... You come out with new iPad and discontinue ipad3!!!,negative,0.9997367262840271
2025-10-23T10:27:33.029009,"""You couldn't make it up. Plastic Paddy school teacher, who loves Child murdering IRA terrorists.",negative,0.9997243285179138
2025-10-23T10:27:33.084789,Well if no ones going to school tomorrow then I guess I won\u2019t go :p,negative,0.9997879862785339
2025-10-23T10:27:33.148880,Kendrick said a whole bunch of nothing on that Black Friday something but you people say e be verse of the moment.,negative,0.9998050332069397
2025-10-23T10:27:33.213404,"@user Of Monsters and Men, Deap Vally, Eagles Of Death Metal, Gaslight Anthem, Foos - and that's just tomorrow! Sorry for late reply!""",negative,0.9997637867927551
2025-10-23T10:27:33.299727,And to the 2 girls in front of us that sat down and played Temple Run the whole time\u002c why did you even come? #confused,negative,0.9998094439506531
2025-10-23T10:27:33.386843,Frank Ocean's verse on Sunday is so cold. The way he casually sent for Chris Brown &gt;&gt;&gt;,negative,0.9997969269752502
2025-10-23T10:27:33.497438,President Thabo Mbeki urged Tony Blair not to invade Iraq but the British prime minister went ahead anyway.,negative,0.999783456325531
2025-10-23T10:27:33.569467,@user If Carly Fiorina is left out of the upcoming debate it may and possibly will backfire on CNN. Trump is not influencing CNN is he?,negative,0.9998192191123962
2025-10-23T10:27:33.623925,Can not fucking wait for tomorrow night. House Of Blues will never be the same after @user @user and @user #StayMetal,negative,0.9997711777687073
2025-10-23T10:27:33.699744,"""So wait, Twitter decides if April lives or dies? It doesn't make sense... But then my husband reminded me this is Sharknado. #Sharknado3""",negative,0.9997554421424866
2025-10-23T10:27:33.759385,"""Gay marriage was passed illegally. Is untrue. Now the 14th amendment is stretched THIN. Thin, you hear me?!? But the law isn't illegal""",negative,0.9997962117195129
2025-10-23T10:27:33.814820,Nigeria air strikes kill `large number` of Boko Haram: Nigeria said Sunday it had carried out air strikes in t...,negative,0.99978107213974
2025-10-23T10:27:33.903564,These #Iditarod updates are making me nervous!!! Sounds like Dallas Seavey has it but hope Aliy Zirkle can stay in 2nd!!!!,negative,0.9997941851615906
2025-10-23T10:27:34.020746,Hard day looking forward to my tea now may have to call in to an irlam takeaway #memories,negative,0.999777615070343
2025-10-23T10:27:34.102279,"""Louis Tomlinson may not be a father, I didn't see anything more greedy for a little attention, I wouldn't be surprised if he came out as gay""",negative,0.999813973903656
2025-10-23T10:27:34.166620,@user @user lol Moyes went from 1st to 7th and LvG went from 7th back to CL and they're the same level? Only Arsenal fans,negative,0.9997617602348328
2025-10-23T10:27:34.297047,Thursday night line uppppp Henny + coke & Chipotle\u002c Vampire Diaries\u002c Greys Anatomy\u002c Scandal!  fuckkkkk with me sonnn,negative,0.9997707009315491
2025-10-23T10:27:34.360888,Chalmers is gonna get fined soon\u002c that the 2nd flop so far?,negative,0.9997993111610413
